Stall_ID,State,GI_Product,Is_Registered_GI,Monthly_Income_Bracket,Has_Govt_ID,Ecommerce_Active,Govt_Interaction_Rating,Fair_Beneficial,Wants_More_Events,Year,Income_Numeric,Govt_Interaction_Score,State_Region,Years_Registered,Digital_Adoption_Index,Performance_Category,Vendor_Age,Still_Active,Years_Active,Churned,Monthly_Income_Bracket_Encoded,Govt_Interaction_Rating_Encoded,State_Bihar,State_Himachal Pradesh,State_Jharkhand,State_Karnataka,State_Nagaland,State_Other,State_Punjab,State_Rajasthan,State_Tamil Nadu,State_Telangana,State_Uttar Pradesh,State_West Bengal,GI_Product_Banaras Zardozi,GI_Product_Chikan Craft,GI_Product_Dokra,GI_Product_Madhubani Paintings,GI_Product_Others,GI_Product_Sanganer Block Print,State_Region_East,State_Region_North,State_Region_Other,State_Region_South,State_Region_West,Years_Since_Start,Is_Recent_Year,COVID_Period,Post_Digital_Era
1,Bihar,Others,1,<50K,0,0,Good,1,1,2025,25000.0,3,East,12,0.066526658746337,1,10,True,11,0,0.0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,10,1,0,1
2,Other,Banaras Zardozi,1,<50K,1,0,Good,1,1,2015,25000.0,3,Other,1,0.2749252513569433,1,0,True,11,0,0.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,0,0
2,Other,Banaras Zardozi,1,<50K,1,1,Good,1,1,2016,25000.0,3,Other,0,1.035307306410681,1,1,True,11,0,0.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,0,0,0
2,Other,Banaras Zardozi,1,200K+,1,0,Good,1,1,2017,150000.0,3,Other,4,0.4164492566997007,2,2,True,11,0,3.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,2,0,0,0
2,Other,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2018,75000.0,3,Other,5,0.4640669076537161,2,3,True,11,0,1.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3,0,0,0
2,Other,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2019,75000.0,3,Other,2,0.4779388327939253,2,4,True,11,0,1.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,4,0,0,0
2,Other,Banaras Zardozi,1,<50K,1,0,Good,1,1,2020,25000.0,3,Other,1,0.4588706326198581,1,5,True,11,0,0.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,5,1,1,0
2,Other,Banaras Zardozi,1,50K-100K,1,0,Good,1,1,2021,75000.0,3,Other,9,0.4244479814841276,2,6,True,11,0,1.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,6,1,1,1
2,Other,Banaras Zardozi,1,<50K,1,0,Good,1,1,2022,25000.0,3,Other,1,0.5497971767297793,1,7,True,11,0,0.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,7,1,0,1
2,Other,Banaras Zardozi,1,200K+,1,1,Good,1,1,2023,150000.0,3,Other,11,0.9770237537243484,2,8,True,11,0,3.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,8,1,0,1
2,Other,Banaras Zardozi,1,<50K,1,0,Good,1,1,2024,25000.0,3,Other,1,0.3493371323699622,1,9,True,11,0,0.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9,1,0,1
2,Other,Banaras Zardozi,1,<50K,1,0,Good,1,1,2025,25000.0,3,Other,4,0.4899232012686291,1,10,True,11,0,0.0,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,10,1,0,1
3,Punjab,Others,1,<50K,1,0,Good,1,1,2015,25000.0,3,North,4,0.5239230808848719,1,0,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0
3,Punjab,Others,1,<50K,1,0,Good,1,1,2016,25000.0,3,North,4,0.4906185972434906,1,1,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0
3,Punjab,Others,1,<50K,1,0,Good,1,1,2017,25000.0,3,North,5,0.340954032940264,1,2,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0
3,Punjab,Others,1,<50K,1,0,Good,1,1,2018,25000.0,3,North,5,0.335990711461437,1,3,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,3,0,0,0
3,Punjab,Others,1,<50K,1,0,Good,1,1,2019,25000.0,3,North,4,0.4112833298723491,1,4,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0
3,Punjab,Others,1,<50K,1,0,Good,1,1,2020,25000.0,3,North,0,0.4820540966630962,1,5,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,5,1,1,0
3,Punjab,Others,1,50K-100K,1,1,Good,1,1,2021,75000.0,3,North,8,1.0560759174208616,2,6,True,11,0,1.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,6,1,1,1
3,Punjab,Others,1,<50K,1,0,Good,1,1,2022,25000.0,3,North,10,0.5505352013836927,1,7,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,7,1,0,1
3,Punjab,Others,1,<50K,1,0,Good,1,1,2023,25000.0,3,North,9,0.3551798370064118,1,8,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,8,1,0,1
3,Punjab,Others,1,100K-200K,1,0,Good,1,1,2024,150000.0,3,North,1,0.4590532241861808,2,9,True,11,0,2.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,9,1,0,1
3,Punjab,Others,1,<50K,1,0,Good,1,1,2025,25000.0,3,North,5,0.2567663396237828,1,10,True,11,0,0.0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,10,1,0,1
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2015,75000.0,3,West,0,0.5719883792389913,2,0,True,11,0,1.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,0
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2016,75000.0,3,West,0,0.6864045254020623,2,1,True,11,0,1.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1,0,0,0
4,Rajasthan,Dokra,0,200K+,0,1,Good,1,1,2017,150000.0,3,West,0,0.5533690973631512,2,2,True,11,0,3.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2,0,0,0
4,Rajasthan,Dokra,0,50K-100K,0,0,Good,1,1,2018,75000.0,3,West,0,-0.0010043020401173,2,3,True,11,0,1.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,0,0,0
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2019,75000.0,3,West,0,0.4517034676629141,2,4,True,11,0,1.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4,0,0,0
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2020,75000.0,3,West,0,0.5172730850485183,2,5,True,11,0,1.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,5,1,1,0
4,Rajasthan,Dokra,0,<50K,0,0,Good,1,1,2021,25000.0,3,West,0,0.3145044711750988,1,6,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,6,1,1,1
4,Rajasthan,Dokra,0,100K-200K,0,1,Good,1,1,2022,150000.0,3,West,0,0.6943712886612544,2,7,True,11,0,2.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,7,1,0,1
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2023,75000.0,3,West,0,0.4674448624414155,2,8,True,11,0,1.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,8,1,0,1
4,Rajasthan,Dokra,0,100K-200K,0,1,Good,1,1,2024,150000.0,3,West,0,0.5587803330514565,2,9,True,11,0,2.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,9,1,0,1
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2025,75000.0,3,West,0,0.424068925866874,2,10,True,11,0,1.0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,10,1,0,1
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2015,25000.0,3,North,2,0.490002074293558,1,0,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2016,25000.0,3,North,5,0.2331767180138147,1,1,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2017,25000.0,3,North,2,0.4029608475021227,1,2,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2018,25000.0,3,North,4,0.44758768599214,1,3,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3,0,0,0
5,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,North,2,0.8778124674770719,1,4,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2020,25000.0,3,North,9,0.215197028474002,1,5,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,5,1,1,0
5,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2021,25000.0,3,North,2,1.0783163447654005,1,6,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,6,1,1,1
5,Uttar Pradesh,Others,1,50K-100K,1,0,Good,1,1,2022,75000.0,3,North,5,0.6437213273808653,2,7,True,11,0,1.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,7,1,0,1
5,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2023,25000.0,3,North,5,1.060570084523686,1,8,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,8,1,0,1
5,Uttar Pradesh,Others,1,50K-100K,1,0,Good,1,1,2024,75000.0,3,North,10,0.3419081205676006,2,9,True,11,0,1.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,9,1,0,1
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2025,25000.0,3,North,2,0.4373548172446279,1,10,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,10,1,0,1
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2015,25000.0,3,North,3,0.7435063285631087,1,0,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2016,25000.0,3,North,2,0.5075269435745169,1,1,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2017,25000.0,3,North,6,0.4246142577753726,1,2,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2018,25000.0,3,North,6,0.7469838601726094,1,3,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,3,0,0,0
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2019,25000.0,3,North,2,0.5576289182031365,1,4,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2020,25000.0,3,North,5,0.6483502227771417,1,5,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,5,1,1,0
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2021,25000.0,3,North,3,0.6027205154781443,1,6,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,6,1,1,1
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2022,25000.0,3,North,9,0.4339247685805336,1,7,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,7,1,0,1
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2023,25000.0,3,North,12,0.5007363325710739,1,8,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,8,1,0,1
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2024,25000.0,3,North,3,0.6345816025449774,1,9,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,9,1,0,1
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2025,25000.0,3,North,2,0.6897058721358444,1,10,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,10,1,0,1
7,Uttar Pradesh,Sanganer Block Print,1,50K-100K,1,1,Good,1,1,2015,75000.0,3,North,3,1.0035480827888197,2,0,True,11,0,1.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,0,0,0,0
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2016,25000.0,3,North,0,1.1084432870575562,1,1,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,1,0,0,0
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2017,25000.0,3,North,3,1.1789320205741065,1,2,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,2,0,0,0
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2018,25000.0,3,North,0,1.060978533826269,1,3,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3,0,0,0
7,Uttar Pradesh,Sanganer Block Print,1,100K-200K,1,1,Good,1,1,2019,150000.0,3,North,2,1.0284657434438818,2,4,True,11,0,2.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,4,0,0,0
7,Uttar Pradesh,Sanganer Block Print,1,100K-200K,1,1,Good,1,1,2020,150000.0,3,North,3,1.0335499838968958,2,5,True,11,0,2.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,5,1,1,0
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2021,25000.0,3,North,1,1.2009016900110625,1,6,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,6,1,1,1
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2022,25000.0,3,North,0,0.8880194190359422,1,7,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,7,1,0,1
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2023,25000.0,3,North,10,1.004241699567703,1,8,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,8,1,0,1
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2024,25000.0,3,North,10,0.844044852993544,1,9,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,9,1,0,1
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2025,25000.0,3,North,2,1.093494376982692,1,10,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,10,1,0,1
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2015,25000.0,3,Other,0,0.6922067685149695,1,0,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,0,0
8,Nagaland,Madhubani Paintings,1,200K+,0,1,Good,1,1,2016,150000.0,3,Other,1,0.5058961432318747,2,1,True,11,0,3.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1,0,0,0
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2017,25000.0,3,Other,1,0.6589876750127026,1,2,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2,0,0,0
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2018,25000.0,3,Other,0,0.7110722589199903,1,3,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3,0,0,0
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2019,25000.0,3,Other,8,0.6356642898541794,1,4,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,4,0,0,0
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2020,25000.0,3,Other,8,0.7314908870210337,1,5,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,5,1,1,0
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2021,25000.0,3,Other,7,0.5757548565700028,1,6,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,6,1,1,1
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2022,25000.0,3,Other,8,0.5294790862055311,1,7,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,7,1,0,1
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2023,25000.0,3,Other,7,0.6386617859501836,1,8,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,8,1,0,1
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2024,25000.0,3,Other,12,0.6130057795493785,1,9,True,11,0,0.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,9,1,0,1
8,Nagaland,Madhubani Paintings,1,100K-200K,0,1,Good,1,1,2025,150000.0,3,Other,0,0.5728291573935997,2,10,True,11,0,2.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,10,1,0,1
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2015,25000.0,3,West,0,1.0283421143622045,1,0,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0,0,0
9,Rajasthan,Banaras Zardozi,0,<50K,1,0,Good,1,1,2016,25000.0,3,West,0,0.3906837038505361,1,1,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1,0,0,0
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2017,25000.0,3,West,0,1.027556175326746,1,2,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,2,0,0,0
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2018,25000.0,3,West,0,1.0283151495700693,1,3,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3,0,0,0
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2019,25000.0,3,West,0,1.099794624135378,1,4,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,4,0,0,0
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2020,25000.0,3,West,0,0.9770030503966656,1,5,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,5,1,1,0
9,Rajasthan,Banaras Zardozi,0,<50K,1,0,Good,1,1,2021,25000.0,3,West,0,0.3600841441675447,1,6,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,6,1,1,1
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2022,25000.0,3,West,0,1.0196115759381552,1,7,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,7,1,0,1
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2023,25000.0,3,West,0,1.010461586808854,1,8,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,8,1,0,1
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2024,25000.0,3,West,0,0.9247219701642396,1,9,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,9,1,0,1
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2025,25000.0,3,West,0,1.055562945948489,1,10,True,11,0,0.0,2,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,10,1,0,1
10,West Bengal,Chikan Craft,0,<50K,0,1,Good,1,1,2015,25000.0,3,East,0,0.6157989474261863,1,0,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0,0,0,0
10,West Bengal,Chikan Craft,0,<50K,0,1,Good,1,1,2016,25000.0,3,East,0,0.6957509281198822,1,1,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,1,0,0,0
10,West Bengal,Chikan Craft,0,<50K,0,1,Good,1,1,2017,25000.0,3,East,0,0.6686688601311898,1,2,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,2,0,0,0
10,West Bengal,Chikan Craft,0,<50K,0,1,Good,1,1,2018,25000.0,3,East,0,0.6626639166177506,1,3,True,11,0,0.0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,3,0,0,0
