Stall_ID,State,GI_Product,Is_Registered_GI,Monthly_Income_Bracket,Has_Govt_ID,Ecommerce_Active,Govt_Interaction_Rating,Fair_Beneficial,Wants_More_Events,Year,Income_Numeric,Govt_Interaction_Score,State_Region,Years_Registered,Digital_Adoption_Index
3,Punjab,Others,1,<50K,1,0,Good,1,1,2025,25000.0,3,North,5,0.2567663396237828
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2015,75000.0,3,West,0,0.5719883792389913
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2016,75000.0,3,West,0,0.6864045254020623
4,Rajasthan,Dokra,0,200K+,0,1,Good,1,1,2017,250000.0,3,West,0,0.5533690973631512
4,Rajasthan,Dokra,0,50K-100K,0,0,Good,1,1,2018,75000.0,3,West,0,-0.001004302040117308
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2019,75000.0,3,West,0,0.45170346766291414
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2020,75000.0,3,West,0,0.5172730850485183
4,Rajasthan,Dokra,0,<50K,0,0,Good,1,1,2021,25000.0,3,West,0,0.31450447117509883
4,Rajasthan,Dokra,0,100K-200K,0,1,Good,1,1,2022,150000.0,3,West,0,0.6943712886612544
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2023,75000.0,3,West,0,0.4674448624414155
4,Rajasthan,Dokra,0,100K-200K,0,1,Good,1,1,2024,150000.0,3,West,0,0.5587803330514565
4,Rajasthan,Dokra,0,50K-100K,0,1,Good,1,1,2025,75000.0,3,West,0,0.42406892586687406
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2015,25000.0,3,North,2,0.490002074293558
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2016,25000.0,3,North,5,0.2331767180138147
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2017,25000.0,3,North,2,0.40296084750212274
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2018,25000.0,3,North,4,0.44758768599214005
5,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,North,2,0.8778124674770719
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2020,25000.0,3,North,9,0.21519702847400202
5,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2021,25000.0,3,North,2,1.0783163447654005
5,Uttar Pradesh,Others,1,50K-100K,1,0,Good,1,1,2022,75000.0,3,North,5,0.6437213273808653
5,Uttar Pradesh,Others,1,<50K,1,1,Good,1,1,2023,25000.0,3,North,5,1.060570084523686
5,Uttar Pradesh,Others,1,50K-100K,1,0,Good,1,1,2024,75000.0,3,North,10,0.3419081205676006
5,Uttar Pradesh,Others,1,<50K,1,0,Good,1,1,2025,25000.0,3,North,2,0.4373548172446279
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2015,25000.0,3,North,3,0.7435063285631087
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2016,25000.0,3,North,2,0.5075269435745169
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2017,25000.0,3,North,6,0.42461425777537265
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2018,25000.0,3,North,6,0.7469838601726094
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2019,25000.0,3,North,2,0.5576289182031365
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2020,25000.0,3,North,5,0.6483502227771417
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2021,25000.0,3,North,3,0.6027205154781443
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2022,25000.0,3,North,9,0.4339247685805336
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2023,25000.0,3,North,12,0.5007363325710739
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2024,25000.0,3,North,3,0.6345816025449774
6,Uttar Pradesh,Others,1,<50K,0,1,Good,1,1,2025,25000.0,3,North,2,0.6897058721358444
7,Uttar Pradesh,Sanganer Block Print,1,50K-100K,1,1,Good,1,1,2015,75000.0,3,North,3,1.0035480827888195
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2016,25000.0,3,North,0,1.1084432870575562
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2017,25000.0,3,North,3,1.1789320205741063
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2018,25000.0,3,North,0,1.060978533826269
7,Uttar Pradesh,Sanganer Block Print,1,100K-200K,1,1,Good,1,1,2019,150000.0,3,North,2,1.0284657434438818
7,Uttar Pradesh,Sanganer Block Print,1,100K-200K,1,1,Good,1,1,2020,150000.0,3,North,3,1.0335499838968958
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2021,25000.0,3,North,1,1.2009016900110625
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2022,25000.0,3,North,0,0.8880194190359422
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2023,25000.0,3,North,10,1.004241699567703
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2024,25000.0,3,North,10,0.844044852993544
7,Uttar Pradesh,Sanganer Block Print,1,<50K,1,1,Good,1,1,2025,25000.0,3,North,2,1.093494376982692
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2015,25000.0,3,Other,0,0.6922067685149695
8,Nagaland,Madhubani Paintings,1,200K+,0,1,Good,1,1,2016,250000.0,3,Other,1,0.5058961432318747
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2017,25000.0,3,Other,1,0.6589876750127026
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2018,25000.0,3,Other,0,0.7110722589199903
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2019,25000.0,3,Other,8,0.6356642898541794
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2020,25000.0,3,Other,8,0.7314908870210337
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2021,25000.0,3,Other,7,0.5757548565700028
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2022,25000.0,3,Other,8,0.5294790862055311
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2023,25000.0,3,Other,7,0.6386617859501836
8,Nagaland,Madhubani Paintings,1,<50K,0,1,Good,1,1,2024,25000.0,3,Other,12,0.6130057795493785
8,Nagaland,Madhubani Paintings,1,100K-200K,0,1,Good,1,1,2025,150000.0,3,Other,0,0.5728291573935997
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2015,25000.0,3,West,0,1.0283421143622045
9,Rajasthan,Banaras Zardozi,0,<50K,1,0,Good,1,1,2016,25000.0,3,West,0,0.3906837038505361
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2017,25000.0,3,West,0,1.027556175326746
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2018,25000.0,3,West,0,1.0283151495700693
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2019,25000.0,3,West,0,1.099794624135378
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2020,25000.0,3,West,0,0.9770030503966657
9,Rajasthan,Banaras Zardozi,0,<50K,1,0,Good,1,1,2021,25000.0,3,West,0,0.3600841441675447
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2022,25000.0,3,West,0,1.0196115759381552
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2023,25000.0,3,West,0,1.010461586808854
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2024,25000.0,3,West,0,0.9247219701642397
9,Rajasthan,Banaras Zardozi,0,<50K,1,1,Good,1,1,2025,25000.0,3,West,0,1.055562945948489
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2015,25000.0,2,East,0,0.6157989474261863
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2016,25000.0,2,East,0,0.6957509281198822
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2017,25000.0,2,East,0,0.6686688601311898
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2018,25000.0,2,East,0,0.6626639166177506
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2019,25000.0,2,East,0,0.7884330431359691
10,West Bengal,Chikan Craft,0,200K+,0,1,,1,1,2020,250000.0,2,East,0,0.6166974904044136
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2021,25000.0,2,East,0,0.48332062997197234
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2022,25000.0,2,East,0,0.45302456895510335
10,West Bengal,Chikan Craft,0,50K-100K,0,1,,1,1,2023,75000.0,2,East,0,0.7246809804227996
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2024,25000.0,2,East,0,0.7129712590539683
10,West Bengal,Chikan Craft,0,<50K,0,1,,1,1,2025,25000.0,2,East,0,0.6082859896702751
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2015,,3,North,0,1.0931747120320296
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2016,,3,North,0,1.0258278148073325
11,Uttar Pradesh,Others,0,100K-200K,1,1,Good,1,1,2017,150000.0,3,North,0,0.9591860217178055
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2018,,3,North,0,0.8990726537416119
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2019,,3,North,0,1.06426558988099
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2020,,3,North,0,1.1738786653224629
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2021,,3,North,0,1.0063549066783157
11,Uttar Pradesh,Others,0,>100K,1,0,Good,1,1,2022,,3,North,0,0.5151131194305992
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2023,,3,North,0,1.1071414913468884
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2024,,3,North,0,0.9520099927485457
11,Uttar Pradesh,Others,0,>100K,1,1,Good,1,1,2025,,3,North,0,0.9695802239824959
12,Other,Others,1,<50K,0,0,Good,1,1,2015,25000.0,3,Other,4,0.23944629602185927
12,Other,Others,1,<50K,0,0,Good,1,1,2016,25000.0,3,Other,0,-0.035346886553228665
12,Other,Others,1,<50K,0,0,Good,1,1,2017,25000.0,3,Other,5,0.013359180221613141
12,Other,Others,1,<50K,0,0,Good,1,1,2018,25000.0,3,Other,6,-0.08112285428023985
12,Other,Others,1,<50K,0,0,Good,1,1,2019,25000.0,3,Other,2,0.09683142763803415
12,Other,Others,1,<50K,0,0,Good,1,1,2020,25000.0,3,Other,6,-0.005587492280556886
12,Other,Others,1,<50K,0,1,Good,1,1,2021,25000.0,3,Other,3,0.6240295901202695
12,Other,Others,1,<50K,0,0,Good,1,1,2022,25000.0,3,Other,9,0.030079670161709232
12,Other,Others,1,<50K,0,0,Good,1,1,2023,25000.0,3,Other,0,-0.07342276725795409
12,Other,Others,1,<50K,0,0,Good,1,1,2024,25000.0,3,Other,5,0.1199003816527135
12,Other,Others,1,<50K,0,0,Good,1,1,2025,25000.0,3,Other,1,-0.017242172306828032
13,Nagaland,Madhubani Paintings,1,50K-100K,1,1,Good,1,1,2015,75000.0,3,Other,3,0.8898941262467432
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2016,25000.0,3,Other,2,1.123187366313444
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2017,25000.0,3,Other,5,1.0680194612354827
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2018,25000.0,3,Other,4,1.0039287712348048
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2019,25000.0,3,Other,6,0.9522793435223914
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2020,25000.0,3,Other,8,1.1222603030994804
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2021,25000.0,3,Other,0,0.9204401619988289
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2022,25000.0,3,Other,3,0.9134091581815285
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2023,25000.0,3,Other,2,1.018482894277036
13,Nagaland,Madhubani Paintings,1,<50K,1,1,Good,1,1,2024,25000.0,3,Other,10,1.027812007806852
13,Nagaland,Madhubani Paintings,1,200K+,1,1,Good,1,1,2025,250000.0,3,Other,4,0.8555542965875038
14,Uttar Pradesh,Dokra,0,200K+,1,1,Good,1,1,2015,250000.0,3,North,0,0.8778620474455292
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2016,25000.0,3,North,0,0.9666746030765552
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2017,25000.0,3,North,0,1.0910584780011796
14,Uttar Pradesh,Dokra,0,50K-100K,1,1,Good,1,1,2018,75000.0,3,North,0,1.23163482925113
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2019,25000.0,3,North,0,0.8224187433284903
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2020,25000.0,3,North,0,0.8896576904894951
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2021,25000.0,3,North,0,1.1198486308313702
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2022,25000.0,3,North,0,1.0831578154948183
14,Uttar Pradesh,Dokra,0,200K+,1,1,Good,1,1,2023,250000.0,3,North,0,1.0696940783978492
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2024,25000.0,3,North,0,1.1444820669979392
14,Uttar Pradesh,Dokra,0,<50K,1,1,Good,1,1,2025,25000.0,3,North,0,0.9926866294227084
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2015,25000.0,3,North,4,0.017756892893496367
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2016,25000.0,3,North,0,0.06907986025013509
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2017,25000.0,3,North,4,0.1519392815177439
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2018,25000.0,3,North,5,-0.03491678346234261
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2019,25000.0,3,North,3,0.05089598625796543
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2020,25000.0,3,North,3,-0.01311285055909105
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2021,25000.0,3,North,4,0.005296414543113505
15,Uttar Pradesh,Chikan Craft,1,50K-100K,0,0,Good,1,1,2022,75000.0,3,North,10,-0.1846146838235026
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2023,25000.0,3,North,8,0.09197673276555464
15,Uttar Pradesh,Chikan Craft,1,<50K,0,0,Good,1,1,2024,25000.0,3,North,11,-0.008969600612070873
15,Uttar Pradesh,Chikan Craft,1,50K-100K,0,0,Good,1,1,2025,75000.0,3,North,0,0.036701839848668046
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,1,Good,1,1,2015,25000.0,3,North,0,1.0772683157751217
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2016,25000.0,3,North,0,0.43805210590099053
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2017,25000.0,3,North,0,0.27115882532682156
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2018,25000.0,3,North,0,0.5019126135632623
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2019,25000.0,3,North,0,0.2664211260601085
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2020,25000.0,3,North,0,0.41514342690717543
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2021,25000.0,3,North,0,0.44691878773133487
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,1,Good,1,1,2022,25000.0,3,North,0,0.9588256672093828
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,1,Good,1,1,2023,25000.0,3,North,0,1.19172200962337
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2024,25000.0,3,North,0,0.22238094477162082
16,Uttar Pradesh,Banaras Zardozi,0,<50K,1,0,Good,1,1,2025,25000.0,3,North,0,0.52636442430771
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2015,,3,East,0,0.43711336600251305
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2016,,3,East,0,0.42467777164420084
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2017,,3,East,0,0.3251811185615907
17,Bihar,Madhubani Paintings,0,200K+,1,0,Good,1,1,2018,250000.0,3,East,0,0.3726173446870481
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2019,,3,East,0,0.5168236123241752
17,Bihar,Madhubani Paintings,0,50K-100K,1,0,Good,1,1,2020,75000.0,3,East,0,0.33799205306671004
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2021,,3,East,0,0.382854375095161
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2022,,3,East,0,0.2999899680500883
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2023,,3,East,0,0.38011070138044306
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2024,,3,East,0,0.29871936518971803
17,Bihar,Madhubani Paintings,0,>100K,1,0,Good,1,1,2025,,3,East,0,0.6953924091978896
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2015,25000.0,3,South,0,0.6407349178594844
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2016,25000.0,3,South,0,0.6485096068803575
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2017,25000.0,3,South,0,0.6753940668377035
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2018,25000.0,3,South,0,0.7254477696687425
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2019,25000.0,3,South,0,0.6433547532995949
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2020,25000.0,3,South,0,0.662087519793599
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2021,25000.0,3,South,0,0.7180161528486824
18,Karnataka,Sanganer Block Print,0,<50K,0,0,Good,1,1,2022,25000.0,3,South,0,0.014778160789150264
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2023,25000.0,3,South,0,0.6330924710219925
18,Karnataka,Sanganer Block Print,0,<50K,0,1,Good,1,1,2024,25000.0,3,South,0,0.7094840152090357
18,Karnataka,Sanganer Block Print,0,200K+,0,1,Good,1,1,2025,250000.0,3,South,0,0.6737387633028795
19,Telangana,Others,1,>100K,1,1,Good,1,1,2015,,3,South,4,0.8693464300178658
19,Telangana,Others,1,>100K,1,0,Good,1,1,2016,,3,South,1,0.2968074155480104
19,Telangana,Others,1,>100K,1,0,Good,1,1,2017,,3,South,6,0.2698403727331091
19,Telangana,Others,1,<50K,1,1,Good,1,1,2018,25000.0,3,South,4,1.0790489374937384
19,Telangana,Others,1,<50K,1,1,Good,1,1,2019,25000.0,3,South,0,0.9039913248698892
19,Telangana,Others,1,200K+,1,0,Good,1,1,2020,250000.0,3,South,3,0.48079654654074677
19,Telangana,Others,1,>100K,1,1,Good,1,1,2021,,3,South,7,0.9963590397150713
19,Telangana,Others,1,>100K,1,1,Good,1,1,2022,,3,South,8,1.107446304914353
19,Telangana,Others,1,50K-100K,1,1,Good,1,1,2023,75000.0,3,South,10,0.7515188158106849
19,Telangana,Others,1,>100K,1,1,Good,1,1,2024,,3,South,7,0.9624697438566352
19,Telangana,Others,1,>100K,1,1,Good,1,1,2025,,3,South,9,0.8278283873453445
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2015,75000.0,2,East,3,0.9517766202638165
20,Bihar,Sanganer Block Print,1,100K-200K,1,1,,1,1,2016,150000.0,2,East,4,1.0838736628117027
20,Bihar,Sanganer Block Print,1,50K-100K,1,0,,1,1,2017,75000.0,2,East,5,0.27991914418745295
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2018,75000.0,2,East,7,0.9015739447423637
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2019,75000.0,2,East,2,1.066598229132087
20,Bihar,Sanganer Block Print,1,<50K,1,1,,1,1,2020,25000.0,2,East,9,1.1822414956446101
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2021,75000.0,2,East,4,0.8724352834516766
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2022,75000.0,2,East,9,1.0411242128791693
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2023,75000.0,2,East,3,1.0158399635576791
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2024,75000.0,2,East,4,1.119862032315969
20,Bihar,Sanganer Block Print,1,50K-100K,1,1,,1,1,2025,75000.0,2,East,8,0.8828092657149279
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2015,25000.0,3,South,0,1.0241127445733462
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2016,25000.0,3,South,0,0.9539448836602858
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2017,25000.0,3,South,0,1.1701624488392404
21,Tamil Nadu,Dokra,0,50K-100K,1,1,Good,1,1,2018,75000.0,3,South,0,0.8482283211570872
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2019,25000.0,3,South,0,0.9806414263944986
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2020,25000.0,3,South,0,0.9212873544576349
21,Tamil Nadu,Dokra,0,100K-200K,1,1,Good,1,1,2021,150000.0,3,South,0,0.9123063849312911
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2022,25000.0,3,South,0,0.9292516345539354
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2023,25000.0,3,South,0,0.9159414422226002
21,Tamil Nadu,Dokra,0,<50K,1,1,Good,1,1,2024,25000.0,3,South,0,1.1310668612795722
21,Tamil Nadu,Dokra,0,<50K,1,0,Good,1,1,2025,25000.0,3,South,0,0.4570873726109827
22,Uttar Pradesh,Others,1,<50K,0,1,,1,1,2015,25000.0,2,North,0,0.6636199252181496
22,Uttar Pradesh,Others,1,100K-200K,0,1,,1,1,2016,150000.0,2,North,0,0.5969480586173476
22,Uttar Pradesh,Others,1,100K-200K,0,0,,1,1,2017,150000.0,2,North,2,0.01416591997382884
22,Uttar Pradesh,Others,1,<50K,0,0,,1,1,2018,25000.0,2,North,2,0.03674244204413631
22,Uttar Pradesh,Others,1,200K+,0,1,,1,1,2019,250000.0,2,North,8,0.4895675559741647
22,Uttar Pradesh,Others,1,100K-200K,0,1,,1,1,2020,150000.0,2,North,4,0.6196647486871412
22,Uttar Pradesh,Others,1,<50K,0,1,,1,1,2021,25000.0,2,North,0,0.5853699230120861
22,Uttar Pradesh,Others,1,<50K,0,1,,1,1,2022,25000.0,2,North,11,0.45527347168910115
22,Uttar Pradesh,Others,1,<50K,0,1,,1,1,2023,25000.0,2,North,9,0.4205413951844801
22,Uttar Pradesh,Others,1,<50K,0,1,,1,1,2024,25000.0,2,North,10,0.49576764588832695
22,Uttar Pradesh,Others,1,<50K,0,1,,1,1,2025,25000.0,2,North,13,0.4990235132367959
23,Bihar,Chikan Craft,1,100K-200K,1,1,Good,1,1,2015,150000.0,3,East,3,1.0535986252531182
23,Bihar,Chikan Craft,1,<50K,1,1,Good,1,1,2016,25000.0,3,East,5,1.1166351714142144
23,Bihar,Chikan Craft,1,50K-100K,1,0,Good,1,1,2017,75000.0,3,East,6,0.16681050995560384
23,Bihar,Chikan Craft,1,<50K,1,1,Good,1,1,2018,25000.0,3,East,6,0.9533297489280246
